"date","pressure","parameter","value"
2013-05-08,5,"sigmaTheta",23.3866259579419
2013-05-08,10,"sigmaTheta",23.7866074375759
2013-05-08,60,"sigmaTheta",24.6837165921665
2013-05-14,2,"temperature",9.6847
2013-05-14,5,"temperature",9.3573
2013-05-14,10,"temperature",6.6679
2013-05-14,60,"temperature",2.4874
2013-05-14,2,"salinity",29.3823
2013-05-14,5,"salinity",29.4877
2013-05-14,10,"salinity",30.0179
2013-05-14,60,"salinity",30.9486
2013-05-14,2,"sigmaTheta",22.6193130550793
2013-05-14,5,"sigmaTheta",22.7519981935422
2013-05-14,10,"sigmaTheta",23.5387167290346
2013-05-14,60,"sigmaTheta",24.6925135270942
2013-05-22,2,"temperature",7.4988
2013-05-22,5,"temperature",6.2408
2013-05-22,10,"temperature",4.8058
2013-05-22,60,"temperature",2.4958
2013-05-22,2,"salinity",29.495
2013-05-22,5,"salinity",29.9641
2013-05-22,10,"salinity",30.4082
2013-05-22,60,"salinity",30.9548
2013-05-22,2,"sigmaTheta",23.0215853560744
2013-05-22,5,"sigmaTheta",23.5478641846232
2013-05-22,10,"sigmaTheta",24.0571198134849
2013-05-22,60,"sigmaTheta",24.6968405530633
2013-05-29,2,"temperature",8.9899
2013-05-29,5,"temperature",7.8498
2013-05-29,10,"temperature",6.2955
2013-05-29,60,"temperature",2.4944
2013-05-29,2,"salinity",29.3826
2013-05-29,5,"salinity",29.7926
2013-05-29,10,"salinity",30.1487
2013-05-29,60,"salinity",30.945
2013-05-29,2,"sigmaTheta",22.7250074879
2013-05-29,5,"sigmaTheta",23.2081499899809
2013-05-29,10,"sigmaTheta",23.6869476997892
2013-05-29,60,"sigmaTheta",24.689115352709
2013-06-05,2,"temperature",11.8508
2013-06-05,5,"temperature",7.243
2013-06-05,10,"temperature",5.5483
2013-06-05,60,"temperature",2.5181
2013-06-05,2,"salinity",28.364
2013-06-05,5,"salinity",30.0378
2013-06-05,10,"salinity",30.3837
2013-06-05,60,"salinity",30.9437
2013-06-05,2,"sigmaTheta",21.4682009383439
2013-06-05,5,"sigmaTheta",23.4814663859223
2013-06-05,10,"sigmaTheta",23.9585303656493
2013-06-05,60,"sigmaTheta",24.6863051285966
2013-06-11,2,"temperature",10.0761
2013-06-11,5,"temperature",6.6811
2013-06-11,10,"temperature",4.9467
2013-06-11,60,"temperature",2.5933
2013-06-11,2,"salinity",28.381
2013-06-11,5,"salinity",30.0803
2013-06-11,10,"salinity",30.6002
2013-06-11,60,"salinity",30.924
2013-06-11,2,"sigmaTheta",21.7776259102201
2013-06-11,5,"sigmaTheta",23.5861660722845
2013-06-11,10,"sigmaTheta",24.194650579743
2013-06-11,60,"sigmaTheta",24.6649021990759
2013-06-19,2,"temperature",10.2668
2013-06-19,5,"temperature",7.6661
2013-06-19,10,"temperature",6.9413
2013-06-19,60,"temperature",2.6183
2013-06-19,2,"salinity",28.3535
2013-06-19,5,"salinity",29.6077
2013-06-19,10,"salinity",30.0439
2013-06-19,60,"salinity",30.9151
2013-06-19,2,"sigmaTheta",21.7259852288814
2013-06-19,5,"sigmaTheta",23.0878872470967
2013-06-19,10,"sigmaTheta",23.5250199104852
2013-06-19,60,"sigmaTheta",24.6558953024423
2013-06-27,2,"temperature",11.4225
2013-06-27,5,"temperature",8.1428
2013-06-27,10,"temperature",6.7057
2013-06-27,60,"temperature",2.7246
2013-06-27,2,"salinity",28.8167
2013-06-27,5,"salinity",29.8985
2013-06-27,10,"salinity",30.3276
2013-06-27,60,"salinity",30.9471
2013-06-27,2,"sigmaTheta",21.8939837582764
2013-06-27,5,"sigmaTheta",23.2507280108089
2013-06-27,10,"sigmaTheta",23.7778721083951
2013-06-27,60,"sigmaTheta",24.6732757383536
2013-07-03,2,"temperature",11.661
2013-07-03,5,"temperature",8.9458
2013-07-03,10,"temperature",6.5959
2013-07-03,60,"temperature",2.7379
2013-07-03,2,"salinity",29.0109
2013-07-03,5,"salinity",29.8277
2013-07-03,10,"salinity",30.39
2013-07-03,60,"salinity",30.9409
2013-07-03,2,"sigmaTheta",22.0031157210375
2013-07-03,5,"sigmaTheta",23.0795195989688
2013-07-03,10,"sigmaTheta",23.8406247653724
2013-07-03,60,"sigmaTheta",24.6672936945649
2013-07-09,2,"temperature",8.8006
2013-07-09,5,"temperature",6.5311
2013-07-09,10,"temperature",5.9049
2013-07-09,60,"temperature",2.781
2013-07-09,2,"salinity",29.8684
2013-07-09,5,"salinity",30.4344
2013-07-09,10,"salinity",30.6802
2013-07-09,60,"salinity",30.9564
2013-07-09,2,"sigmaTheta",23.1327615347953
2013-07-09,5,"sigmaTheta",23.8835268823068
2013-07-09,10,"sigmaTheta",24.1522232119319
2013-07-09,60,"sigmaTheta",24.6763020573005
2013-07-17,2,"temperature",17.7861
2013-07-17,5,"temperature",12.4724
2013-07-17,10,"temperature",7.9977
2013-07-17,60,"temperature",2.8468
2013-07-17,2,"salinity",28.9975
2013-07-17,5,"salinity",29.813
2013-07-17,10,"salinity",30.3612
2013-07-17,60,"salinity",30.9388
2013-07-17,2,"sigmaTheta",20.732717960954
2013-07-17,5,"sigmaTheta",22.478217259349
2013-07-17,10,"sigmaTheta",23.6337751041999
2013-07-17,60,"sigmaTheta",24.6570763924394
2013-07-24,2,"temperature",16.2837
2013-07-24,5,"temperature",10.9617
2013-07-24,10,"temperature",9.5072
2013-07-24,60,"temperature",2.8957
2013-07-24,2,"salinity",29.3951
2013-07-24,5,"salinity",30.0488
2013-07-24,10,"salinity",30.2493
2013-07-24,60,"salinity",30.9041
2013-07-24,2,"sigmaTheta",21.379740834029
2013-07-24,5,"sigmaTheta",22.9300981108107
2013-07-24,10,"sigmaTheta",23.3235903886076
2013-07-24,60,"sigmaTheta",24.6255089273131
2013-07-31,2,"temperature",16.336
2013-07-31,5,"temperature",11.8837
2013-07-31,10,"temperature",8.4326
2013-07-31,60,"temperature",2.9038
2013-07-31,2,"salinity",28.9018
2013-07-31,5,"salinity",29.9266
2013-07-31,10,"salinity",30.4526
2013-07-31,60,"salinity",30.9646
2013-07-31,2,"sigmaTheta",20.9899654778254
2013-07-31,5,"sigmaTheta",22.673736645873
2013-07-31,10,"sigmaTheta",23.643723205391
2013-07-31,60,"sigmaTheta",24.6731272836203
2013-08-07,2,"temperature",14.7004
2013-08-07,5,"temperature",8.7743
2013-08-07,10,"temperature",7.4036
2013-08-07,60,"temperature",2.9648
2013-08-07,2,"salinity",29.3856
2013-08-07,5,"salinity",30.3526
2013-08-07,10,"salinity",30.6172
2013-08-07,60,"salinity",30.9697
2013-08-07,2,"sigmaTheta",21.7113696749509
2013-08-07,5,"sigmaTheta",23.5154493025208
2013-08-07,10,"sigmaTheta",23.915680732855
2013-08-07,60,"sigmaTheta",24.6722951140114
2013-08-13,2,"temperature",14.1306
2013-08-13,5,"temperature",8.3836
2013-08-13,10,"temperature",7.1338
2013-08-13,60,"temperature",2.9754
2013-08-13,2,"salinity",29.2429
2013-08-13,5,"salinity",30.3818
2013-08-13,10,"salinity",30.6474
2013-08-13,60,"salinity",30.9584
2013-08-13,2,"sigmaTheta",21.7175017016787
2013-08-13,5,"sigmaTheta",23.5952572304583
2013-08-13,10,"sigmaTheta",23.9749641996475
2013-08-13,60,"sigmaTheta",24.6624263157682
2013-08-20,2,"temperature",12.0024
2013-08-20,5,"temperature",7.4486
2013-08-20,10,"temperature",6.9962
2013-08-20,60,"temperature",3.0573
2013-08-20,2,"salinity",29.9853
2013-08-20,5,"salinity",30.7365
2013-08-20,10,"salinity",30.686
2013-08-20,60,"salinity",30.9484
2013-08-20,2,"sigmaTheta",22.6977653046957
2013-08-20,5,"sigmaTheta",24.0033355174239
2013-08-20,10,"sigmaTheta",24.0231455777844
2013-08-20,60,"sigmaTheta",24.6477901057608
2013-08-28,2,"temperature",13.8749
2013-08-28,5,"temperature",10.8853
2013-08-28,10,"temperature",7.6416
2013-08-28,60,"temperature",3.0985
2013-08-28,2,"salinity",30.0424
2013-08-28,5,"salinity",30.3537
2013-08-28,10,"salinity",30.6567
2013-08-28,60,"salinity",30.9575
2013-08-28,2,"sigmaTheta",22.3852001053235
2013-08-28,5,"sigmaTheta",23.1801850653877
2013-08-28,10,"sigmaTheta",23.9146617826833
2013-08-28,60,"sigmaTheta",24.6516615458404
2013-09-04,2,"temperature",16.4767
2013-09-04,5,"temperature",16.0967
2013-09-04,10,"temperature",15.3134
2013-09-04,60,"temperature",3.1317
2013-09-04,2,"salinity",29.8846
2013-09-04,5,"salinity",29.9593
2013-09-04,10,"salinity",30.1736
2013-09-04,60,"salinity",30.9495
2013-09-04,2,"sigmaTheta",21.7120413776963
2013-09-04,5,"sigmaTheta",21.8539753157228
2013-09-04,10,"sigmaTheta",22.1889411303156
2013-09-04,60,"sigmaTheta",24.6425420061146
2013-09-11,2,"temperature",16.387
2013-09-11,5,"temperature",14.7381
2013-09-11,10,"temperature",9.5686
2013-09-11,60,"temperature",3.1622
2013-09-11,2,"salinity",29.1984
2013-09-11,5,"salinity",30.0817
2013-09-11,10,"salinity",30.5353
2013-09-11,60,"salinity",30.9387
2013-09-11,2,"sigmaTheta",21.2060208803737
2013-09-11,5,"sigmaTheta",22.2394749658822
2013-09-11,10,"sigmaTheta",23.5372556384107
2013-09-11,60,"sigmaTheta",24.6314029454365
2013-09-18,2,"temperature",11.8069
2013-09-18,5,"temperature",7.8349
2013-09-18,10,"temperature",6.2492
2013-09-18,60,"temperature",5.2085
2013-09-18,2,"salinity",29.627
2013-09-18,5,"salinity",30.6187
2013-09-18,10,"salinity",30.9493
2013-09-18,60,"salinity",31.3571
2013-09-18,2,"sigmaTheta",22.4551006371523
2013-09-18,5,"sigmaTheta",23.8582789067766
2013-09-18,10,"sigmaTheta",24.3237737487777
2013-09-18,60,"sigmaTheta",24.7662804463382
2013-09-24,2,"temperature",13.0965
2013-09-24,5,"temperature",11.9037
2013-09-24,10,"temperature",9.6514
2013-09-24,60,"temperature",5.2015
2013-09-24,2,"salinity",29.553
2013-09-24,5,"salinity",29.976
2013-09-24,10,"salinity",30.6216
2013-09-24,60,"salinity",31.3473
2013-09-24,2,"sigmaTheta",22.1594966775357
2013-09-24,5,"sigmaTheta",22.708443213689
2013-09-24,10,"sigmaTheta",23.5915798024486
2013-09-24,60,"sigmaTheta",24.7592900240113
2013-10-01,2,"temperature",14.0647
2013-10-01,5,"temperature",13.5376
2013-10-01,10,"temperature",11.9099
2013-10-01,60,"temperature",5.1987
2013-10-01,2,"salinity",29.9533
2013-10-01,5,"salinity",29.9739
2013-10-01,10,"salinity",30.1725
2013-10-01,60,"salinity",31.3443
2013-10-01,2,"sigmaTheta",22.2783991414491
2013-10-01,5,"sigmaTheta",22.3992263162783
2013-10-01,10,"sigmaTheta",22.8598032159734
2013-10-01,60,"sigmaTheta",24.7572217849577
2013-10-08,2,"temperature",14.0103
2013-10-08,5,"temperature",13.9833
2013-10-08,10,"temperature",13.9323
2013-10-08,60,"temperature",5.1711
2013-10-08,2,"salinity",29.6332
2013-10-08,5,"salinity",29.6385
2013-10-08,10,"salinity",29.6593
2013-10-08,60,"salinity",31.3411
2013-10-08,2,"sigmaTheta",22.042506992304
2013-10-08,5,"sigmaTheta",22.0520812684888
2013-10-08,10,"sigmaTheta",22.0784496744795
2013-10-08,60,"sigmaTheta",24.7577026271545
2013-10-16,2,"temperature",13.4764
2013-10-16,5,"temperature",13.5154
2013-10-16,10,"temperature",13.6116
2013-10-16,60,"temperature",5.1666
2013-10-16,2,"salinity",29.4481
2013-10-16,5,"salinity",29.4635
2013-10-16,10,"salinity",29.5326
2013-10-16,60,"salinity",31.3264
2013-10-16,2,"sigmaTheta",22.0051591925109
2013-10-16,5,"sigmaTheta",22.009522960662
2013-10-16,10,"sigmaTheta",22.0441668630278
2013-10-16,60,"sigmaTheta",24.7465567356271
2013-10-22,2,"temperature",13.1497
2013-10-22,5,"temperature",13.6693
2013-10-22,10,"temperature",13.5667
2013-10-22,60,"temperature",5.1566
2013-10-22,2,"salinity",28.3869
2013-10-22,5,"salinity",28.6978
2013-10-22,10,"salinity",29.2841
2013-10-22,60,"salinity",31.3301
2013-10-22,2,"sigmaTheta",21.2484533353418
2013-10-22,5,"sigmaTheta",21.3885936795989
2013-10-22,10,"sigmaTheta",21.8611591447495
2013-10-22,60,"sigmaTheta",24.7505744504465
2013-10-30,2,"temperature",10.9977
2013-10-30,5,"temperature",11.4474
2013-10-30,10,"temperature",9.9808
2013-10-30,60,"temperature",5.1234
2013-10-30,2,"salinity",28.4986
2013-10-30,5,"salinity",29.7203
2013-10-30,10,"salinity",30.2559
2013-10-30,60,"salinity",31.3249
2013-10-30,2,"sigmaTheta",21.7192749413763
2013-10-30,5,"sigmaTheta",22.5910393874657
2013-10-30,10,"sigmaTheta",23.25385417474
2013-10-30,60,"sigmaTheta",24.7500639411412
2013-11-06,2,"temperature",9.1464
2013-11-06,5,"temperature",8.7948
2013-11-06,10,"temperature",8.3215
2013-11-06,60,"temperature",5.1333
2013-11-06,2,"salinity",28.9987
2013-11-06,5,"salinity",29.7799
2013-11-06,10,"salinity",30.381
2013-11-06,60,"salinity",31.3039
2013-11-06,2,"sigmaTheta",22.401824966537
2013-11-06,5,"sigmaTheta",23.0644370360451
2013-11-06,10,"sigmaTheta",23.6035977737127
2013-11-06,60,"sigmaTheta",24.7323649146629
2013-11-12,2,"temperature",7.9148
2013-11-12,5,"temperature",8.2622
2013-11-12,10,"temperature",8.0229
2013-11-12,60,"temperature",5.1271
2013-11-12,2,"salinity",29.0041
2013-11-12,5,"salinity",29.3899
2013-11-12,10,"salinity",30.1336
2013-11-12,60,"salinity",31.3037
2013-11-12,2,"sigmaTheta",22.5809571740656
2013-11-12,5,"sigmaTheta",22.8355404604532
2013-11-12,10,"sigmaTheta",23.4518017681951
2013-11-12,60,"sigmaTheta",24.7328788947787
2013-11-20,2,"temperature",7.6736
2013-11-20,5,"temperature",7.6542
2013-11-20,10,"temperature",7.7147
2013-11-20,60,"temperature",5.1193
2013-11-20,2,"salinity",29.1119
2013-11-20,5,"salinity",29.1226
2013-11-20,10,"salinity",29.2235
2013-11-20,60,"salinity",31.2805
2013-11-20,2,"sigmaTheta",22.6978011799812
2013-11-20,5,"sigmaTheta",22.7088035293838
2013-11-20,10,"sigmaTheta",22.7799881856198
2013-11-20,60,"sigmaTheta",24.715356493429
2013-11-27,2,"temperature",5.9969
2013-11-27,5,"temperature",6.384
2013-11-27,10,"temperature",7.6572
2013-11-27,60,"temperature",5.1087
2013-11-27,2,"salinity",29.384
2013-11-27,5,"salinity",29.5045
2013-11-27,10,"salinity",30.1117
2013-11-27,60,"salinity",31.2911
2013-11-27,2,"sigmaTheta",23.1186407085331
2013-11-27,5,"sigmaTheta",23.1686547569626
2013-11-27,10,"sigmaTheta",23.4847082380248
2013-11-27,60,"sigmaTheta",24.7248955824657
2013-11-27,2,"temperature",6.0048
2013-11-27,5,"temperature",6.0661
2013-11-27,10,"temperature",7.456
2013-11-27,2,"salinity",29.3085
2013-11-27,5,"salinity",29.3708
2013-11-27,10,"salinity",30.1015
2013-11-27,2,"sigmaTheta",23.0581817141383
2013-11-27,5,"sigmaTheta",23.1003490671046
2013-11-27,10,"sigmaTheta",23.5036056138837
2013-12-04,2,"temperature",6.5245
2013-12-04,5,"temperature",6.5322
2013-12-04,10,"temperature",6.5464
2013-12-04,60,"temperature",5.1086
2013-12-04,2,"salinity",29.5396
2013-12-04,5,"salinity",29.5605
2013-12-04,10,"salinity",29.6193
2013-12-04,60,"salinity",31.2856
2013-12-04,2,"sigmaTheta",23.1794733952632
2013-12-04,5,"sigmaTheta",23.1950345414859
2013-12-04,10,"sigmaTheta",23.2396767711015
2013-12-04,60,"sigmaTheta",24.7205518674014
2013-12-04,2,"temperature",6.5647
2013-12-04,5,"temperature",6.5681
2013-12-04,10,"temperature",6.6056
2013-12-04,2,"salinity",29.1803
2013-12-04,5,"salinity",29.2304
2013-12-04,10,"salinity",29.5265
2013-12-04,2,"sigmaTheta",22.8916960768978
2013-12-04,5,"sigmaTheta",22.9307647315933
2013-12-04,10,"sigmaTheta",23.1594288625863
2013-12-10,2,"temperature",4.742
2013-12-10,5,"temperature",5.7862
2013-12-10,10,"temperature",6.2074
2013-12-10,60,"temperature",5.1079
2013-12-10,2,"salinity",27.7651
2013-12-10,5,"salinity",29.083
2013-12-10,10,"salinity",29.8734
2013-12-10,60,"salinity",31.2578
2013-12-10,2,"sigmaTheta",21.9698210427106
2013-12-10,5,"sigmaTheta",22.904778183375
2013-12-10,10,"sigmaTheta",23.4803359010539
2013-12-10,60,"sigmaTheta",24.6986174582501
2013-12-10,2,"temperature",5.0653
2013-12-10,5,"temperature",5.9078
2013-12-10,10,"temperature",6.1483
2013-12-10,2,"salinity",27.9572
2013-12-10,5,"salinity",29.1657
2013-12-10,10,"salinity",29.7571
2013-12-10,2,"sigmaTheta",22.0906458138433
2013-12-10,5,"sigmaTheta",22.9565025120097
2013-12-10,10,"sigmaTheta",23.3955483717777
2013-12-19,2,"temperature",3.6035
2013-12-19,5,"temperature",3.7558
2013-12-19,10,"temperature",4.2545
2013-12-19,60,"temperature",5.1549
2013-12-19,2,"salinity",29.4185
2013-12-19,5,"salinity",29.4797
2013-12-19,10,"salinity",29.6509
2013-12-19,60,"salinity",31.3041
2013-12-19,2,"sigmaTheta",23.383758467776
2013-12-19,5,"sigmaTheta",23.4194050926399
2013-12-19,10,"sigmaTheta",23.5105325454209
2013-12-19,60,"sigmaTheta",24.7301773766646
2014-01-08,2,"temperature",1.8041
2014-01-08,5,"temperature",2.2427
2014-01-08,10,"temperature",2.5279
2014-01-08,60,"temperature",5.1876
2014-01-08,2,"salinity",29.0136
2014-01-08,5,"salinity",29.2207
2014-01-08,10,"salinity",29.3426
2014-01-08,60,"salinity",31.2836
2014-01-08,2,"sigmaTheta",23.1906987614859
2014-01-08,5,"sigmaTheta",23.3287355989747
2014-01-08,10,"sigmaTheta",23.4066514295649
2014-01-08,60,"sigmaTheta",24.7103891085592
2014-01-15,2,"temperature",3.5165
2014-01-15,5,"temperature",3.446
2014-01-15,10,"temperature",3.34
2014-01-15,60,"temperature",5.2532
2014-01-15,2,"salinity",27.8214
2014-01-15,5,"salinity",28.8674
2014-01-15,10,"salinity",29.5242
2014-01-15,60,"salinity",31.2343
2014-01-15,2,"sigmaTheta",22.1206323927751
2014-01-15,5,"sigmaTheta",22.9583748717832
2014-01-15,10,"sigmaTheta",23.4897751099733
2014-01-15,60,"sigmaTheta",24.664195161833
2014-01-23,2,"temperature",1.2095
2014-01-23,5,"temperature",2.4876
2014-01-23,10,"temperature",3.0545
2014-01-23,60,"temperature",5.2426
2014-01-23,2,"salinity",28.1089
2014-01-23,5,"salinity",29.5389
2014-01-23,10,"salinity",30.1924
2014-01-23,60,"salinity",31.2301
2014-01-23,2,"sigmaTheta",22.4979626969746
2014-01-23,5,"sigmaTheta",23.566230593893
2014-01-23,10,"sigmaTheta",24.0450985020459
2014-01-23,60,"sigmaTheta",24.6620338441069
2014-01-29,2,"temperature",1.4988
2014-01-29,5,"temperature",2.2168
2014-01-29,10,"temperature",2.4528
2014-01-29,60,"temperature",4.6298
2014-01-29,2,"salinity",28.9844
2014-01-29,5,"salinity",29.5273
2014-01-29,10,"salinity",29.7439
2014-01-29,60,"salinity",31.0289
2014-01-29,2,"sigmaTheta",23.1849101978451
2014-01-29,5,"sigmaTheta",23.575547943117
2014-01-29,10,"sigmaTheta",23.7324380179838
2014-01-29,60,"sigmaTheta",24.5673876273008
2014-02-04,2,"temperature",1.6329
2014-02-04,5,"temperature",2.3161
2014-02-04,10,"temperature",2.2949
2014-02-04,60,"temperature",4.5775
2014-02-04,2,"salinity",28.765
2014-02-04,5,"salinity",29.5899
2014-02-04,10,"salinity",29.9486
2014-02-04,60,"salinity",30.8792
2014-02-04,2,"sigmaTheta",23.0015822494366
2014-02-04,5,"sigmaTheta",23.6188738990496
2014-02-04,10,"sigmaTheta",23.9070315848619
2014-02-04,60,"sigmaTheta",24.4539652827291
2014-02-12,2,"temperature",0.2627
2014-02-12,5,"temperature",1.8732
2014-02-12,10,"temperature",2.3399
2014-02-12,60,"temperature",4.5233
2014-02-12,2,"salinity",29.3163
2014-02-12,5,"salinity",29.9374
2014-02-12,10,"salinity",30.1804
2014-02-12,60,"salinity",30.9071
2014-02-12,2,"sigmaTheta",23.51035215438
2014-02-12,5,"sigmaTheta",23.9260191904934
2014-02-12,10,"sigmaTheta",24.0891616528511
2014-02-12,60,"sigmaTheta",24.4815312897197
2014-02-19,2,"temperature",0.9813
2014-02-19,5,"temperature",0.9424
2014-02-19,10,"temperature",1.2585
2014-02-19,60,"temperature",4.1266
2014-02-19,2,"salinity",28.9149
2014-02-19,5,"salinity",28.9524
2014-02-19,10,"salinity",29.3175
2014-02-19,60,"salinity",30.942
2014-02-19,2,"sigmaTheta",23.1560016474565
2014-02-19,5,"sigmaTheta",23.1879930217142
2014-02-19,10,"sigmaTheta",23.4651210574766
2014-02-19,60,"sigmaTheta",24.5479704386032
2014-02-26,2,"temperature",1.0734
2014-02-26,5,"temperature",1.582
2014-02-26,10,"temperature",1.4732
2014-02-26,60,"temperature",3.9972
2014-02-26,2,"salinity",27.8642
2014-02-26,5,"salinity",29.1278
2014-02-26,10,"salinity",30.0899
2014-02-26,60,"salinity",30.9385
2014-02-26,2,"sigmaTheta",22.3080713449975
2014-02-26,5,"sigmaTheta",23.2951517456237
2014-02-26,10,"sigmaTheta",24.0726293266846
2014-02-26,60,"sigmaTheta",24.5574114990691
2014-03-05,2,"temperature",0.3774
2014-03-05,5,"temperature",0.6673
2014-03-05,10,"temperature",1.5069
2014-03-05,60,"temperature",3.4331
2014-03-05,2,"salinity",29.3025
2014-03-05,5,"salinity",29.4484
2014-03-05,10,"salinity",30.2612
2014-03-05,60,"salinity",30.9043
2014-03-05,2,"sigmaTheta",23.4946240703462
2014-03-05,5,"sigmaTheta",23.5994784310496
2014-03-05,10,"sigmaTheta",24.2079837324211
2014-03-05,60,"sigmaTheta",24.5810197813996
2014-03-12,2,"temperature",1.0693
2014-03-12,5,"temperature",1.4794
2014-03-12,10,"temperature",1.6458
2014-03-12,60,"temperature",1.5396
2014-03-12,2,"salinity",29.6087
2014-03-12,5,"salinity",30.2127
2014-03-12,10,"salinity",30.447
2014-03-12,60,"salinity",30.7586
2014-03-12,2,"sigmaTheta",23.7087592065459
2014-03-12,5,"sigmaTheta",24.1707162934324
2014-03-12,10,"sigmaTheta",24.3484704342375
2014-03-12,60,"sigmaTheta",24.6049221087092
2014-03-19,2,"temperature",1.0522
2014-03-19,5,"temperature",1.5621
2014-03-19,10,"temperature",1.636
2014-03-19,60,"temperature",1.349
2014-03-19,2,"salinity",28.7452
2014-03-19,5,"salinity",30.0118
2014-03-19,10,"salinity",30.283
2014-03-19,60,"salinity",30.8126
2014-03-19,2,"sigmaTheta",23.0163000661078
2014-03-19,5,"sigmaTheta",24.0047562890275
2014-03-19,10,"sigmaTheta",24.2176518771676
2014-03-19,60,"sigmaTheta",24.6597212914592
2014-03-28,2,"temperature",1.2366
2014-03-28,5,"temperature",1.2337
2014-03-28,10,"temperature",1.2982
2014-03-28,60,"temperature",1.5785
2014-03-28,2,"salinity",30.3182
2014-03-28,5,"salinity",30.3193
2014-03-28,10,"salinity",30.3818
2014-03-28,60,"salinity",31.1013
2014-03-28,2,"sigmaTheta",24.2693205806968
2014-03-28,5,"sigmaTheta",24.2703723841635
2014-03-28,10,"sigmaTheta",24.3168900645032
2014-03-28,60,"sigmaTheta",24.8772573404171
2014-04-02,2,"temperature",1.2576
2014-04-02,5,"temperature",1.3211
2014-04-02,10,"temperature",1.502
2014-04-02,60,"temperature",1.5765
2014-04-02,2,"salinity",28.9403
2014-04-02,5,"salinity",29.3413
2014-04-02,10,"salinity",30.3636
2014-04-02,60,"salinity",31.0746
2014-04-02,2,"sigmaTheta",23.1625294659021
2014-04-02,5,"sigmaTheta",23.4808396590538
2014-04-02,10,"sigmaTheta",24.2903769631514
2014-04-02,60,"sigmaTheta",24.8559773878765
2014-04-09,2,"temperature",3.109
2014-04-09,5,"temperature",2.4262
2014-04-09,10,"temperature",1.7169
2014-04-09,60,"temperature",1.6021
2014-04-09,2,"salinity",28.2925
2014-04-09,5,"salinity",29.2505
2014-04-09,10,"salinity",30.1787
2014-04-09,60,"salinity",31.0687
2014-04-09,2,"sigmaTheta",22.5269272437706
2014-04-09,5,"sigmaTheta",23.340157828532
2014-04-09,10,"sigmaTheta",24.1290890850546
2014-04-09,60,"sigmaTheta",24.8496325441188
2014-04-16,2,"temperature",4.0072
2014-04-16,5,"temperature",3.9789
2014-04-16,10,"temperature",3.0962
2014-04-16,2,"salinity",28.7274
2014-04-16,5,"salinity",28.7436
2014-04-16,10,"salinity",29.5374
2014-04-16,2,"sigmaTheta",22.7997519289634
2014-04-16,5,"sigmaTheta",22.8151094972491
2014-04-16,10,"sigmaTheta",23.5197689661455
2014-04-23,2,"temperature",6.697
2014-04-23,5,"temperature",3.9697
2014-04-23,10,"temperature",1.9431
2014-04-23,60,"temperature",1.5932
2014-04-23,2,"salinity",27.7848
2014-04-23,5,"salinity",29.5605
2014-04-23,10,"salinity",30.3438
2014-04-23,60,"salinity",31.0142
2014-04-23,2,"sigmaTheta",21.7776245243095
2014-04-23,5,"sigmaTheta",23.4647732492663
2014-04-23,10,"sigmaTheta",24.2468439890199
2014-04-23,60,"sigmaTheta",24.8065043497229
2014-04-30,2,"temperature",4.081
2014-04-30,5,"temperature",3.4635
2014-04-30,10,"temperature",2.249
2014-04-30,60,"temperature",1.5636
2014-04-30,2,"salinity",27.7278
2014-04-30,5,"salinity",29.573
2014-04-30,10,"salinity",30.3133
2014-04-30,60,"salinity",30.9991
2014-04-30,2,"sigmaTheta",21.9997813942947
2014-04-30,5,"sigmaTheta",23.5184315979819
2014-04-30,10,"sigmaTheta",24.2017599518463
2014-04-30,60,"sigmaTheta",24.7962558140059
2014-05-06,2,"temperature",5.1799
2014-05-06,5,"temperature",4.1832
2014-05-06,10,"temperature",2.5481
2014-05-06,60,"temperature",1.5626
2014-05-06,2,"salinity",28.7762
2014-05-06,5,"salinity",29.4893
2014-05-06,10,"salinity",30.2594
2014-05-06,60,"salinity",30.9661
2014-05-06,2,"sigmaTheta",22.7269094521143
2014-05-06,5,"sigmaTheta",23.3888512753166
2014-05-06,10,"sigmaTheta",24.1373129121223
2014-05-06,60,"sigmaTheta",24.7698608518449
2014-05-14,2,"temperature",7.8354
2014-05-14,5,"temperature",4.9687
2014-05-14,10,"temperature",3.4323
2014-05-14,60,"temperature",1.554
2014-05-14,2,"salinity",28.763
2014-05-14,5,"salinity",29.7645
2014-05-14,10,"salinity",30.1559
2014-05-14,60,"salinity",30.9618
2014-05-14,2,"sigmaTheta",22.4025885518956
2014-05-14,5,"sigmaTheta",23.5306041264726
2014-05-14,10,"sigmaTheta",23.9850168658961
2014-05-14,60,"sigmaTheta",24.7669494684474
2014-05-21,2,"temperature",9.5309
2014-05-21,5,"temperature",7.5673
2014-05-21,10,"temperature",4.0595
2014-05-21,60,"temperature",1.566
2014-05-21,2,"salinity",29.2372
2014-05-21,5,"salinity",29.7043
2014-05-21,10,"salinity",30.2473
2014-05-21,60,"salinity",30.9853
2014-05-21,2,"sigmaTheta",22.5298853346249
2014-05-21,5,"sigmaTheta",23.1768815181214
2014-05-21,10,"sigmaTheta",24.0021782933461
2014-05-21,60,"sigmaTheta",24.7850418061519
2014-05-28,2,"temperature",7.4237
2014-05-28,5,"temperature",6.9036
2014-05-28,10,"temperature",4.9462
2014-05-28,60,"temperature",1.5691
2014-05-28,2,"salinity",29.4844
2014-05-28,5,"salinity",29.7148
2014-05-28,10,"salinity",30.2099
