"date","pressure","parameter","value"
2002-04-18,5,"salinity",29.6645
2002-04-18,10,"salinity",30.2655
2002-04-18,60,"salinity",30.9713
2002-04-18,2,"sigmaTheta",23.2273414421634
2002-04-18,5,"sigmaTheta",23.6797033684925
2002-04-18,10,"sigmaTheta",24.2122461575
2002-04-18,60,"sigmaTheta",24.8163050840358
2002-04-19,2,"temperature",2.6462
2002-04-19,5,"temperature",2.3931
2002-04-19,10,"temperature",1.5681
2002-04-19,2,"salinity",28.1915
2002-04-19,5,"salinity",29.2625
2002-04-19,10,"salinity",30.2109
2002-04-19,2,"sigmaTheta",22.4796091087865
2002-04-19,5,"sigmaTheta",23.3520133734684
2002-04-19,10,"sigmaTheta",24.1639951680081
2002-04-19,2,"temperature",2.7828
2002-04-19,5,"temperature",2.5477
2002-04-19,10,"temperature",2.3032
2002-04-19,60,"temperature",0.8262
2002-04-19,2,"salinity",28.1596
2002-04-19,5,"salinity",29.3346
2002-04-19,10,"salinity",29.5414
2002-04-19,60,"salinity",30.9688
2002-04-19,2,"sigmaTheta",22.4446822288467
2002-04-19,5,"sigmaTheta",23.3988512915951
2002-04-19,10,"sigmaTheta",23.5810086203047
2002-04-19,60,"sigmaTheta",24.8143422935732
2002-04-19,2,"temperature",2.859
2002-04-19,5,"temperature",2.6288
2002-04-19,10,"temperature",1.5695
2002-04-19,60,"temperature",0.8017
2002-04-19,2,"salinity",28.1472
2002-04-19,5,"salinity",29.3313
2002-04-19,10,"salinity",30.2001
2002-04-19,60,"salinity",30.9772
2002-04-19,2,"sigmaTheta",22.4294043080496
2002-04-19,5,"sigmaTheta",23.3904466195787
2002-04-19,10,"sigmaTheta",24.1552541533263
2002-04-19,60,"sigmaTheta",24.8223782176267
2002-04-19,2,"temperature",2.592
2002-04-19,5,"temperature",2.3399
2002-04-19,10,"temperature",1.6198
2002-04-19,2,"salinity",29.2433
2002-04-19,5,"salinity",29.5498
2002-04-19,10,"salinity",30.1856
2002-04-19,2,"sigmaTheta",23.322816480646
2002-04-19,5,"sigmaTheta",23.5852004870145
2002-04-19,10,"sigmaTheta",24.1405881388882
2002-04-19,2,"temperature",2.6145
2002-04-19,5,"temperature",2.4137
2002-04-19,10,"temperature",1.9485
2002-04-19,2,"salinity",29.2321
2002-04-19,5,"salinity",29.4873
2002-04-19,10,"salinity",29.9485
2002-04-19,2,"sigmaTheta",23.3122771320593
2002-04-19,5,"sigmaTheta",23.5301788724349
2002-04-19,10,"sigmaTheta",23.930098191871
2002-04-19,2,"temperature",2.4459
2002-04-19,5,"temperature",1.9733
2002-04-19,2,"salinity",29.5754
2002-04-19,5,"salinity",29.9113
2002-04-19,2,"sigmaTheta",23.5983017301718
2002-04-19,5,"sigmaTheta",23.8987101678565
2002-04-23,2,"temperature",5.4239
2002-04-23,5,"temperature",3.5969
2002-04-23,10,"temperature",2.4747
2002-04-23,60,"temperature",1.9632
2002-04-23,2,"salinity",28.0895
2002-04-23,5,"salinity",30.1486
2002-04-23,10,"salinity",30.8591
2002-04-23,60,"salinity",31.1791
2002-04-23,2,"sigmaTheta",22.1589524026429
2002-04-23,5,"sigmaTheta",23.9651158044912
2002-04-23,10,"sigmaTheta",24.6217645602594
2002-04-23,60,"sigmaTheta",24.9143121860532
2002-04-25,2,"temperature",4.1582
2002-04-25,5,"temperature",2.39
2002-04-25,10,"temperature",1.4384
2002-04-25,60,"temperature",0.8351
2002-04-25,2,"salinity",29.0821
2002-04-25,5,"salinity",29.9639
2002-04-25,10,"salinity",30.3908
2002-04-25,60,"salinity",30.9717
2002-04-25,2,"sigmaTheta",23.0678961693135
2002-04-25,5,"sigmaTheta",23.9126082452789
2002-04-25,10,"sigmaTheta",24.3159674922922
2002-04-25,60,"sigmaTheta",24.8162062709721
2002-05-01,2,"temperature",3.8922
2002-05-01,5,"temperature",3.7341
2002-05-01,10,"temperature",3.0169
2002-05-01,60,"temperature",2.0105
2002-05-01,2,"salinity",29.5937
2002-05-01,5,"salinity",29.9894
2002-05-01,10,"salinity",30.5652
2002-05-01,60,"salinity",31.1744
2002-05-01,2,"sigmaTheta",23.4980408386749
2002-05-01,5,"sigmaTheta",23.8265386907286
2002-05-01,10,"sigmaTheta",24.3453132862355
2002-05-01,60,"sigmaTheta",24.9073021713014
2002-05-02,2,"temperature",4.1451
2002-05-02,5,"temperature",2.3486
2002-05-02,10,"temperature",1.6856
2002-05-02,60,"temperature",0.8458
2002-05-02,2,"salinity",28.667
2002-05-02,5,"salinity",30.1489
2002-05-02,10,"salinity",30.5362
2002-05-02,60,"salinity",30.9678
2002-05-02,2,"sigmaTheta",22.7395989365765
2002-05-02,5,"sigmaTheta",24.0633577495607
2002-05-02,10,"sigmaTheta",24.4174640761128
2002-05-02,60,"sigmaTheta",24.8125071880177
2002-05-09,2,"temperature",6.3966
2002-05-09,5,"temperature",3.6252
2002-05-09,10,"temperature",2.338
2002-05-09,60,"temperature",0.8637
2002-05-09,2,"salinity",28.8157
2002-05-09,5,"salinity",29.9307
2002-05-09,10,"salinity",30.4129
2002-05-09,60,"salinity",30.961
2002-05-09,2,"sigmaTheta",22.6244856861956
2002-05-09,5,"sigmaTheta",23.7893307221603
2002-05-09,10,"sigmaTheta",24.2751211434343
2002-05-09,60,"sigmaTheta",24.8060944671947
2002-05-09,2,"temperature",6.8363
2002-05-09,5,"temperature",5.7807
2002-05-09,10,"temperature",3.2939
2002-05-09,60,"temperature",2.0342
2002-05-09,2,"salinity",29.3209
2002-05-09,5,"salinity",29.7738
2002-05-09,10,"salinity",30.69
2002-05-09,60,"salinity",31.1668
2002-05-09,2,"sigmaTheta",22.9692792825897
2002-05-09,5,"sigmaTheta",23.4507503608588
2002-05-09,10,"sigmaTheta",24.4219889929063
2002-05-09,60,"sigmaTheta",24.8995812818634
2002-05-15,2,"temperature",5.7693
2002-05-15,2,"salinity",29.7164
2002-05-15,2,"sigmaTheta",23.4066829860856
2002-05-16,2,"temperature",7.5464
2002-05-16,5,"temperature",6.3214
2002-05-16,10,"temperature",3.9043
2002-05-16,60,"temperature",0.8901
2002-05-16,2,"salinity",25.6242
2002-05-16,5,"salinity",28.1154
2002-05-16,10,"salinity",29.7819
2002-05-16,60,"salinity",30.9448
2002-05-16,2,"sigmaTheta",19.978509432681
2002-05-16,5,"sigmaTheta",22.0815678187849
2002-05-16,10,"sigmaTheta",23.6465528905661
2002-05-16,60,"sigmaTheta",24.7916697730614
2002-05-22,2,"temperature",7.2564
2002-05-22,5,"temperature",5.1423
2002-05-22,10,"temperature",4.3689
2002-05-22,60,"temperature",2.0782
2002-05-22,2,"salinity",29.2489
2002-05-22,5,"salinity",30.1006
2002-05-22,10,"salinity",30.4388
2002-05-22,60,"salinity",31.1504
2002-05-22,2,"sigmaTheta",22.8597865596995
2002-05-22,5,"sigmaTheta",23.7785793094574
2002-05-22,10,"sigmaTheta",24.1248897155785
2002-05-22,60,"sigmaTheta",24.8833977260474
2002-05-23,2,"temperature",9.1751
2002-05-23,5,"temperature",5.7871
2002-05-23,10,"temperature",4.1519
2002-05-23,60,"temperature",0.8976
2002-05-23,2,"salinity",26.3002
2002-05-23,5,"salinity",28.9008
2002-05-23,10,"salinity",29.7942
2002-05-23,60,"salinity",30.9436
2002-05-23,2,"sigmaTheta",20.2908969141912
2002-05-23,5,"sigmaTheta",22.7608603286475
2002-05-23,10,"sigmaTheta",23.6338139511143
2002-05-23,60,"sigmaTheta",24.7903053041211
2002-05-29,2,"temperature",9.6568
2002-05-29,5,"temperature",7.0338
2002-05-29,10,"temperature",4.47
2002-05-29,60,"temperature",2.1115
2002-05-29,2,"salinity",29.6886
2002-05-29,5,"salinity",30.0868
2002-05-29,10,"salinity",30.6232
2002-05-29,60,"salinity",31.1409
2002-05-29,2,"sigmaTheta",22.862592193828
2002-05-29,5,"sigmaTheta",23.5469490666467
2002-05-29,10,"sigmaTheta",24.2612994062188
2002-05-29,60,"sigmaTheta",24.8734655560688
2002-06-06,2,"temperature",8.2222
2002-06-06,5,"temperature",5.1714
2002-06-06,10,"temperature",3.7977
2002-06-06,60,"temperature",0.9393
2002-06-06,2,"salinity",28.9174
2002-06-06,5,"salinity",29.9357
2002-06-06,10,"salinity",30.3654
2002-06-06,60,"salinity",30.9434
2002-06-06,2,"sigmaTheta",22.4709766386021
2002-06-06,5,"sigmaTheta",23.6450325209496
2002-06-06,10,"sigmaTheta",24.119881485846
2002-06-06,60,"sigmaTheta",24.7879071582263
2002-06-06,2,"temperature",9.0457
2002-06-06,5,"temperature",4.5937
2002-06-06,10,"temperature",4.0196
2002-06-06,60,"temperature",2.1137
2002-06-06,2,"salinity",29.9021
2002-06-06,5,"salinity",30.8051
2002-06-06,10,"salinity",30.8528
2002-06-06,60,"salinity",31.1483
2002-06-06,2,"sigmaTheta",23.1227311450189
2002-06-06,5,"sigmaTheta",24.3932015758971
2002-06-06,10,"sigmaTheta",24.486922240694
2002-06-06,60,"sigmaTheta",24.8792319839724
2002-06-12,2,"temperature",7.6374
2002-06-12,5,"temperature",5.1513
2002-06-12,10,"temperature",3.9889
2002-06-12,60,"temperature",2.4588
2002-06-12,2,"salinity",30.183
2002-06-12,5,"salinity",30.7027
2002-06-12,10,"salinity",30.9759
2002-06-12,60,"salinity",31.1744
2002-06-12,2,"sigmaTheta",23.5432496787304
2002-06-12,5,"sigmaTheta",24.2541133605928
2002-06-12,10,"sigmaTheta",24.5876172031046
2002-06-12,60,"sigmaTheta",24.8750714499658
2002-06-13,2,"temperature",7.7026
2002-06-13,5,"temperature",4.5071
2002-06-13,10,"temperature",3.8694
2002-06-13,60,"temperature",0.9475
2002-06-13,2,"salinity",29.6523
2002-06-13,5,"salinity",30.4257
2002-06-13,10,"salinity",30.4839
2002-06-13,60,"salinity",30.9411
2002-06-13,2,"sigmaTheta",23.1179582796187
2002-06-13,5,"sigmaTheta",24.1009529267812
2002-06-13,10,"sigmaTheta",24.2076149399782
2002-06-13,60,"sigmaTheta",24.7856160632182
2002-06-19,5,"temperature",4.6616
2002-06-19,10,"temperature",4.0565
2002-06-19,60,"temperature",0.9571
2002-06-19,5,"salinity",30.39
2002-06-19,10,"salinity",30.5159
2002-06-19,60,"salinity",30.9429
2002-06-19,5,"sigmaTheta",24.0572717668451
2002-06-19,10,"sigmaTheta",24.2158159203054
2002-06-19,60,"sigmaTheta",24.7865431035179
2002-06-19,2,"temperature",9.8722
2002-06-19,5,"temperature",8.615
2002-06-19,10,"temperature",5.6104
2002-06-19,60,"temperature",2.446
2002-06-19,2,"salinity",30.0087
2002-06-19,5,"salinity",30.2868
2002-06-19,10,"salinity",30.8049
2002-06-19,60,"salinity",31.1715
2002-06-19,2,"sigmaTheta",23.0783375194351
2002-06-19,5,"sigmaTheta",23.487364075751
2002-06-19,10,"sigmaTheta",24.2844452228592
2002-06-19,60,"sigmaTheta",24.8737104864101
2002-06-26,2,"temperature",9.9686
2002-06-26,5,"temperature",9.0761
2002-06-26,10,"temperature",6.1656
2002-06-26,60,"temperature",2.566
2002-06-26,2,"salinity",30.238
2002-06-26,5,"salinity",30.3431
2002-06-26,10,"salinity",30.8258
2002-06-26,60,"salinity",31.1658
2002-06-26,2,"sigmaTheta",23.241719919338
2002-06-26,5,"sigmaTheta",23.4628980647645
2002-06-26,10,"sigmaTheta",24.23640976346
2002-06-26,60,"sigmaTheta",24.8601075101551
2002-06-27,2,"temperature",7.4495
2002-06-27,5,"temperature",5.4138
2002-06-27,10,"temperature",4.4006
2002-06-27,60,"temperature",0.9805
2002-06-27,2,"salinity",30.3349
2002-06-27,5,"salinity",30.5252
2002-06-27,10,"salinity",30.7248
2002-06-27,60,"salinity",30.9425
2002-06-27,2,"sigmaTheta",23.6877010347702
2002-06-27,5,"sigmaTheta",24.0852076254664
2002-06-27,10,"sigmaTheta",24.3487348226513
2002-06-27,60,"sigmaTheta",24.7849501873739
2002-07-03,2,"temperature",12.3659
2002-07-03,5,"temperature",8.9549
2002-07-03,10,"temperature",5.5579
2002-07-03,60,"temperature",2.5787
2002-07-03,2,"salinity",30.1579
2002-07-03,5,"salinity",30.7517
2002-07-03,10,"salinity",30.9584
2002-07-03,60,"salinity",31.1662
2002-07-03,2,"sigmaTheta",22.7649464388884
2002-07-03,5,"sigmaTheta",23.8006588462169
2002-07-03,10,"sigmaTheta",24.4116880933091
2002-07-03,60,"sigmaTheta",24.8594585475223
2002-07-04,2,"temperature",9.9066
2002-07-04,5,"temperature",9.4734
2002-07-04,10,"temperature",4.6901
2002-07-04,60,"temperature",1.0753
2002-07-04,2,"salinity",30.3093
2002-07-04,5,"salinity",30.3438
2002-07-04,10,"salinity",30.7387
2002-07-04,60,"salinity",30.9208
2002-07-04,2,"sigmaTheta",23.3072471735834
2002-07-04,5,"sigmaTheta",23.4025414880289
2002-07-04,10,"sigmaTheta",24.3308356730363
2002-07-04,60,"sigmaTheta",24.7622929452536
2002-07-10,2,"temperature",14.09
2002-07-10,5,"temperature",9.4556
2002-07-10,10,"temperature",7.555
2002-07-10,60,"temperature",2.5499
2002-07-10,2,"salinity",30.1802
2002-07-10,5,"salinity",30.6697
2002-07-10,10,"salinity",30.7674
2002-07-10,60,"salinity",31.1678
2002-07-10,2,"sigmaTheta",22.4482536957787
2002-07-10,5,"sigmaTheta",23.659781904086
2002-07-10,10,"sigmaTheta",24.0133372034302
2002-07-10,60,"sigmaTheta",24.8629299230117
2002-07-10,2,"temperature",14.09
2002-07-10,5,"temperature",9.4556
2002-07-10,10,"temperature",7.555
2002-07-10,60,"temperature",2.5499
2002-07-10,2,"salinity",30.1802
2002-07-10,5,"salinity",30.6697
2002-07-10,10,"salinity",30.7674
2002-07-10,60,"salinity",31.1678
2002-07-10,2,"sigmaTheta",22.4482536957787
2002-07-10,5,"sigmaTheta",23.659781904086
2002-07-10,10,"sigmaTheta",24.0133372034302
2002-07-10,60,"sigmaTheta",24.8629299230117
2002-07-11,2,"temperature",12.7795
2002-07-11,5,"temperature",6.8214
2002-07-11,10,"temperature",4.2448
2002-07-11,60,"temperature",1.1107
2002-07-11,2,"salinity",30.0979
2002-07-11,5,"salinity",30.7542
2002-07-11,10,"salinity",30.9143
2002-07-11,60,"salinity",30.9272
2002-07-11,2,"sigmaTheta",22.6411111958255
2002-07-11,5,"sigmaTheta",24.0991110816969
2002-07-11,10,"sigmaTheta",24.5143208676948
2002-07-11,60,"sigmaTheta",24.7654521065201
2002-07-17,2,"temperature",15.0831
2002-07-17,5,"temperature",8.8778
2002-07-17,10,"temperature",5.3618
2002-07-17,2,"salinity",29.3641
2002-07-17,5,"salinity",30.5509
2002-07-17,10,"salinity",30.9028
2002-07-17,2,"sigmaTheta",21.6150952941235
2002-07-17,5,"sigmaTheta",23.6551845393137
2002-07-17,10,"sigmaTheta",24.389585994121
2002-07-17,2,"temperature",13.1838
2002-07-17,5,"temperature",8.2908
2002-07-17,10,"temperature",4.9788
2002-07-17,60,"temperature",1.4068
2002-07-17,2,"salinity",29.9472
2002-07-17,5,"salinity",30.6531
2002-07-17,10,"salinity",30.8897
2002-07-17,60,"salinity",30.9438
2002-07-17,2,"sigmaTheta",22.4473746616735
2002-07-17,5,"sigmaTheta",23.8211120785911
2002-07-17,10,"sigmaTheta",24.4205523886981
2002-07-17,60,"sigmaTheta",24.7615322493864
2002-07-17,2,"temperature",12.2976
2002-07-17,5,"temperature",8.5911
2002-07-17,10,"temperature",5.4456
2002-07-17,60,"temperature",1.4446
2002-07-17,2,"salinity",30.1977
2002-07-17,5,"salinity",30.6359
2002-07-17,10,"salinity",30.8818
2002-07-17,60,"salinity",30.9553
2002-07-17,2,"sigmaTheta",22.8083961920698
2002-07-17,5,"sigmaTheta",23.7641288678822
2002-07-17,10,"sigmaTheta",24.3637013033194
2002-07-17,60,"sigmaTheta",24.768469149175
2002-07-17,2,"temperature",14.9023
2002-07-17,5,"temperature",10.3783
2002-07-17,10,"temperature",4.8849
2002-07-17,2,"salinity",29.7515
2002-07-17,5,"salinity",30.4147
2002-07-17,10,"salinity",30.8857
2002-07-17,2,"sigmaTheta",21.9509873370861
2002-07-17,5,"sigmaTheta",23.3127304705645
2002-07-17,10,"sigmaTheta",24.4272463314492
2002-07-17,2,"temperature",13.4113
2002-07-17,5,"temperature",8.673
2002-07-17,10,"temperature",4.5171
2002-07-17,2,"salinity",29.9908
2002-07-17,5,"salinity",30.6291
2002-07-17,10,"salinity",30.8485
2002-07-17,2,"sigmaTheta",22.436923575581
2002-07-17,5,"sigmaTheta",23.7467694787322
2002-07-17,10,"sigmaTheta",24.4353369630603
2002-07-17,2,"temperature",12.5925
2002-07-17,5,"temperature",7.6219
2002-07-17,2,"salinity",29.8797
2002-07-17,5,"salinity",30.7243
2002-07-17,2,"sigmaTheta",22.5074205615444
2002-07-17,5,"sigmaTheta",23.9703559464654
2002-07-17,2,"temperature",13.1835
2002-07-17,5,"temperature",8.29
2002-07-17,10,"temperature",4.9783
2002-07-17,60,"temperature",1.4068
2002-07-17,2,"salinity",29.9472
2002-07-17,5,"salinity",30.6532
2002-07-17,10,"salinity",30.8898
2002-07-17,60,"salinity",30.9437
2002-07-17,2,"sigmaTheta",22.4474325117499
2002-07-17,5,"sigmaTheta",23.8213050399746
2002-07-17,10,"sigmaTheta",24.4206843839638
2002-07-17,60,"sigmaTheta",24.7614520284865
2002-07-17,2,"temperature",11.6061
2002-07-17,5,"temperature",9.4377
2002-07-17,10,"temperature",6.415
2002-07-17,60,"temperature",2.5819
2002-07-17,2,"salinity",30.5672
2002-07-17,5,"salinity",30.7939
2002-07-17,10,"salinity",31.0299
2002-07-17,60,"salinity",31.168
2002-07-17,2,"sigmaTheta",23.220337689198
2002-07-17,5,"sigmaTheta",23.7595658697765
2002-07-17,10,"sigmaTheta",24.3671152719874
2002-07-17,60,"sigmaTheta",24.8606519286086
2002-07-23,2,"temperature",14.3286
2002-07-23,5,"temperature",13.1759
2002-07-23,10,"temperature",9.5944
2002-07-23,60,"temperature",2.6228
2002-07-23,2,"salinity",30.4903
2002-07-23,5,"salinity",30.6421
2002-07-23,10,"salinity",30.8275
2002-07-23,60,"salinity",31.1666
2002-07-23,2,"sigmaTheta",22.6387409708067
2002-07-23,5,"sigmaTheta",22.9860736088694
2002-07-23,10,"sigmaTheta",23.7612904075498
2002-07-23,60,"sigmaTheta",24.8563988473816
2002-07-24,2,"temperature",15.1861
2002-07-24,5,"temperature",12.8163
2002-07-24,10,"temperature",9.1025
2002-07-24,60,"temperature",2.6191
2002-07-24,2,"salinity",30.3796
2002-07-24,5,"salinity",30.5911
2002-07-24,10,"salinity",30.8796
2002-07-24,60,"salinity",31.1685
2002-07-24,2,"sigmaTheta",22.374265323976
2002-07-24,5,"sigmaTheta",23.0157805177505
2002-07-24,10,"sigmaTheta",23.878349600726
2002-07-24,60,"sigmaTheta",24.8582007307173
2002-07-31,2,"temperature",15.9608
2002-07-31,5,"temperature",15.3755
2002-07-31,10,"temperature",13.2848
2002-07-31,60,"temperature",2.6842
2002-07-31,2,"salinity",30.4216
2002-07-31,5,"salinity",30.441
2002-07-31,10,"salinity",30.6277
2002-07-31,60,"salinity",31.1667
2002-07-31,2,"sigmaTheta",22.2386789352187
2002-07-31,5,"sigmaTheta",22.3810524359361
2002-07-31,10,"sigmaTheta",22.9538768482355
2002-07-31,60,"sigmaTheta",24.8517321058985
2002-08-07,2,"temperature",18.4365
2002-08-07,5,"temperature",16.5105
2002-08-07,10,"temperature",12.9949
2002-08-07,60,"temperature",2.6849
2002-08-07,2,"salinity",30.006
2002-08-07,5,"salinity",30.5047
2002-08-07,10,"salinity",30.7029
2002-08-07,60,"salinity",31.1671
2002-08-07,2,"sigmaTheta",21.3478734325953
2002-08-07,5,"sigmaTheta",22.1799857311067
2002-08-07,10,"sigmaTheta",23.0681963807501
2002-08-07,60,"sigmaTheta",24.85199708813
2002-08-21,2,"temperature",12.0764
2002-08-21,5,"temperature",9.151
2002-08-21,10,"temperature",7.7377
2002-08-21,60,"temperature",2.7513
2002-08-21,2,"salinity",31.1186
2002-08-21,5,"salinity",31.1393
2002-08-21,10,"salinity",31.1299
2002-08-21,60,"salinity",31.1655
2002-08-21,2,"sigmaTheta",23.5628836906858
2002-08-21,5,"sigmaTheta",24.0738578041089
2002-08-21,10,"sigmaTheta",24.2729813829326
2002-08-21,60,"sigmaTheta",24.8455314722485
2002-08-28,2,"temperature",15.0353
2002-08-28,5,"temperature",12.8114
2002-08-28,10,"temperature",9.6747
2002-08-28,60,"temperature",2.7981
2002-08-28,2,"salinity",30.4263
2002-08-28,5,"salinity",30.733
2002-08-28,10,"salinity",31.0185
2002-08-28,60,"salinity",31.1667
2002-08-28,2,"sigmaTheta",22.4422096254963
2002-08-28,5,"sigmaTheta",23.1265104155667
2002-08-28,10,"sigmaTheta",23.8976544562014
2002-08-28,60,"sigmaTheta",24.8427984944276
2002-09-04,2,"temperature",15.668
2002-09-04,5,"temperature",14.9682
2002-09-04,10,"temperature",14.0943
2002-09-04,60,"temperature",2.8047
2002-09-04,2,"salinity",30.6452
2002-09-04,5,"salinity",30.7547
2002-09-04,10,"salinity",30.7511
2002-09-04,60,"salinity",31.167
2002-09-04,2,"sigmaTheta",22.4745857891816
2002-09-04,5,"sigmaTheta",22.7092181332299
2002-09-04,10,"sigmaTheta",22.887883909575
2002-09-04,60,"sigmaTheta",24.8425151530016
2002-09-11,2,"temperature",16.0703
2002-09-11,5,"temperature",15.6291
2002-09-11,10,"temperature",14.6213
2002-09-11,60,"temperature",2.8719
2002-09-11,2,"salinity",30.7228
2002-09-11,5,"salinity",30.6494
2002-09-11,10,"salinity",30.7032
2002-09-11,60,"salinity",31.1648
2002-09-11,2,"sigmaTheta",22.4456959335126
2002-09-11,5,"sigmaTheta",22.4863842279464
2002-09-11,10,"sigmaTheta",22.7425375064491
2002-09-11,60,"sigmaTheta",24.8354051936283
2002-09-25,2,"temperature",15.42
2002-09-25,5,"temperature",11.8795
2002-09-25,10,"temperature",10.5496
2002-09-25,60,"temperature",2.9774
2002-09-25,2,"salinity",30.0278
2002-09-25,5,"salinity",30.7906
2002-09-25,10,"salinity",30.9375
2002-09-25,60,"salinity",31.1634
2002-09-25,2,"sigmaTheta",22.0537811251111
2002-09-25,5,"sigmaTheta",23.3445707687385
2002-09-25,10,"sigmaTheta",23.691354497775
2002-09-25,60,"sigmaTheta",24.8257663047746
2002-10-03,2,"temperature",14.8337
2002-10-03,5,"temperature",12.8502
2002-10-03,10,"temperature",10.9609
2002-10-03,60,"temperature",3.0058
2002-10-03,2,"salinity",29.4553
2002-10-03,5,"salinity",30.4392
2002-10-03,10,"salinity",30.8405
2002-10-03,60,"salinity",31.1606
2002-10-03,2,"sigmaTheta",21.7373840813531
2002-10-03,5,"sigmaTheta",22.8918028154325
2002-10-03,10,"sigmaTheta",23.5458909236887
2002-10-03,60,"sigmaTheta",24.8212149665765
2002-10-08,2,"temperature",12.3131
2002-10-08,5,"temperature",11.5581
2002-10-08,10,"temperature",10.1222
2002-10-08,60,"temperature",3.1394
2002-10-08,2,"salinity",29.67
2002-10-08,5,"salinity",30.0849
2002-10-08,10,"salinity",30.7914
2002-10-08,60,"salinity",31.1578
2002-10-08,2,"sigmaTheta",22.3968172023472
2002-10-08,5,"sigmaTheta",22.8545790632405
2002-10-08,10,"sigmaTheta",23.6483786616617
2002-10-08,60,"sigmaTheta",24.8079404376199
2002-10-16,2,"temperature",11.0983
2002-10-16,5,"temperature",11.28
2002-10-16,10,"temperature",10.9319
2002-10-16,60,"temperature",3.1033
2002-10-16,2,"salinity",29.3927
2002-10-16,5,"salinity",29.6911
2002-10-16,10,"salinity",30.5369
2002-10-16,60,"salinity",31.1595
2002-10-16,2,"sigmaTheta",22.3968635012242
2002-10-16,5,"sigmaTheta",22.5974874644155
2002-10-16,10,"sigmaTheta",23.3147845665258
2002-10-16,60,"sigmaTheta",24.8123016327825
2002-10-24,2,"temperature",10.1696
2002-10-24,5,"temperature",10.2192
2002-10-24,10,"temperature",11.1241
2002-10-24,60,"temperature",3.2259
2002-10-24,2,"salinity",29.3282
2002-10-24,5,"salinity",29.3541
2002-10-24,10,"salinity",30.1869
2002-10-24,60,"salinity",31.1593
2002-10-24,2,"sigmaTheta",22.5004863815399
2002-10-24,5,"sigmaTheta",22.5127292072801
2002-10-24,10,"sigmaTheta",23.0096815031197
2002-10-24,60,"sigmaTheta",24.8018659505169
2002-10-30,2,"temperature",9.1378
2002-10-30,5,"temperature",9.196
2002-10-30,10,"temperature",9.9729
2002-10-30,60,"temperature",3.2587
2002-10-30,2,"salinity",29.0189
2002-10-30,5,"salinity",29.1039
2002-10-30,10,"salinity",29.7942
2002-10-30,60,"salinity",31.1598
2002-10-30,2,"sigmaTheta",22.4188832515149
2002-10-30,5,"sigmaTheta",22.4766363162702
2002-10-30,10,"sigmaTheta",22.8952103120077
2002-10-30,60,"sigmaTheta",24.7994827669861
2002-11-06,2,"temperature",7.6983
2002-11-06,5,"temperature",8.7524
2002-11-06,10,"temperature",8.8675
2002-11-06,60,"temperature",3.293
2002-11-06,2,"salinity",29.3996
2002-11-06,5,"salinity",30.0565
2002-11-06,10,"salinity",30.3879
2002-11-06,60,"salinity",31.16
2002-11-06,2,"sigmaTheta",22.9202496239503
2002-11-06,5,"sigmaTheta",23.2870282242934
2002-11-06,10,"sigmaTheta",23.5293037343098
2002-11-06,60,"sigmaTheta",24.7967187127297
2002-11-14,2,"temperature",9.1128
2002-11-14,5,"temperature",8.7662
2002-11-14,10,"temperature",8.2764
2002-11-14,60,"temperature",3.3749
2002-11-14,2,"salinity",26.4133
2002-11-14,5,"salinity",28.9548
2002-11-14,10,"salinity",30.3862
2002-11-14,60,"salinity",31.1624
2002-11-14,2,"sigmaTheta",20.3880511450773
2002-11-14,5,"sigmaTheta",22.4233279292234
2002-11-14,10,"sigmaTheta",23.6141077544764
2002-11-14,60,"sigmaTheta",24.791589701088
2002-11-19,2,"temperature",6.8836
2002-11-19,5,"temperature",7.7596
2002-11-19,10,"temperature",8.1983
2002-11-19,60,"temperature",3.4906
2002-11-19,2,"salinity",25.0767
2002-11-19,5,"salinity",28.0591
2002-11-19,10,"salinity",30.1527
2002-11-19,60,"salinity",31.1594
2002-11-19,2,"sigmaTheta",19.6270230559214
2002-11-19,5,"sigmaTheta",21.8607042806005
2002-11-19,10,"sigmaTheta",23.4422104036405
2002-11-19,60,"sigmaTheta",24.7791103241775
2002-11-27,2,"temperature",7.0751
2002-11-27,5,"temperature",7.8732
2002-11-27,10,"temperature",7.9776
2002-11-27,60,"temperature",5.2175
2002-11-27,2,"salinity",28.2667
2002-11-27,5,"salinity",29.6746
2002-11-27,10,"salinity",30.2626
2002-11-27,60,"salinity",31.3718
2002-11-27,2,"sigmaTheta",22.1108358322952
2002-11-27,5,"sigmaTheta",23.1124097001178
2002-11-27,10,"sigmaTheta",23.5592488113525
2002-11-27,60,"sigmaTheta",24.7769288567313
2002-12-04,2,"temperature",5.4686
2002-12-04,5,"temperature",5.5198
2002-12-04,10,"temperature",5.4904
2002-12-04,60,"temperature",5.1088
2002-12-04,2,"salinity",29.9529
2002-12-04,5,"salinity",29.9945
2002-12-04,10,"salinity",30.6463
2002-12-04,60,"salinity",31.3944
2002-12-04,2,"sigmaTheta",23.6267480734775
2002-12-04,5,"sigmaTheta",23.6540500456028
2002-12-04,10,"sigmaTheta",24.1725294214505
2002-12-04,60,"sigmaTheta",24.8066721807304
2002-12-11,2,"temperature",4.2209
2002-12-11,5,"temperature",4.3367
2002-12-11,10,"temperature",4.8557
2002-12-11,60,"temperature",4.9892
2002-12-11,2,"salinity",30.4916
2002-12-11,5,"salinity",30.5099
2002-12-11,10,"salinity",30.6827
2002-12-11,60,"salinity",31.3764
2002-12-11,2,"sigmaTheta",24.1809719660823
